username,date,time,text,tweetID,placeID,pusatkota,lokasi,longitude,"latitude					"
@AndriPrmn ,9/9/2015,6:14,Kabut asap menyerang... #savekalimantan #kabutasap #pencemaranudara #bahaya @ Simpang Wara https://instagram.com/p/7Yz13HAm8O/ ',6.41E+17,67ee4e65b49cb758,Kalimantan Selatan,"Kalimantan Selatan	 Indonesia",115.5159942,"-2.74566825			"
@amBro_beNNy ,9/9/2015,20:49,"'Palembang ada lomba ngerokok	 ne asep nya tebel banget  #waspadaasap #daruratasap (at @misscelvinna) '""",6.42E+17,5fa0098d5c0738b7,Sematang Borang,"Sematang Borang	 Indonesia",104.7556871,"-2.97761395		"
@ToufanWH ,9/9/2015,6:37,"'Semangat pagi kawan	 tetep semangat utk berkarya meskipun lagi banyak #KabutAsap dimana mana  #Inspiring'""",6.41E+17,ccb79fc6492c78ad,Gunung Anyar,"Gunung Anyar	 Indonesia",112.7921135,"-7.3417175		"
@Agilaaaa_ ,9/9/2015,23:24,Untuk kita renungkan...  Ini bukan hukuman hanya satu isyarat bahwa kita mesti banyak berbenah. #kabutasap',6.42E+17,fa1c10be1102402d,Susukan,"Susukan	 Indonesia",110.6036089,"-7.4306975		"
@kaltengbar ,9/9/2015,3:54,Waspadai #KabutAsap bg kesehatanmu! Kompas (09/09) http://ow.ly/RX3h3  @borneoclimate @walhi_kalteng @HutanKalteng',6.41E+17,413c7bba7bac61a4,Kalimantan Tengah,"Kalimantan Tengah	 Indonesia",113.4398713,"-1.384472			"
@jhonabrison ,9/10/2015,21:12,#KabutAsap Mulai Menutupi Pulau Karimun malam ini.',6.42E+17,c531f427c94407b0,Meral,"Meral	 Indonesia",103.4096884,"1.0321115		"
@RedyIrvinW ,9/10/2015,12:05,"'#realita #kebakaranhutan #kabutasap @ Palembang	 Sumatra Selatan https://instagram.com/p/7cA1jNmzQcI_d4vfLjWt03fs3VtW9FwIlW_eA0/ '""",6.42E+17,08a21067b8eaf319,Sukarami,"Sukarami	 Indonesia",104.7135512,"-2.916703	"
@kaltengbar ,9/10/2015,7:37,.@megandikka menangkap penampakan #KabutAsap di atas Sungai Kahayan. Kompas (10/09) http://ow.ly/S0QaB  @infoPLK',6.42E+17,413c7bba7bac61a4,Kalimantan Tengah,"Kalimantan Tengah	 Indonesia",113.4398713,"-1.384472		"
@sarmananakjiN ,9/10/2015,18:01,batam berasap...  #jerebu #batam #indonesian #kabutasap #tempias #payahnakcakap #dahterjadipon @ https://instagram.com/p/7cpjm6hFS8/ ',6.42E+17,3fd94a02a1dd58cf,Sei Beduk,"Sei Beduk	 Indonesia",104.0336233,"1.0507695		"
@palego2102 ,9/10/2015,12:22,Byby.. Operasi #bnpb #kabutasap @ Sultan Mahmud Badaruddin II International Airport https://instagram.com/p/7cC0yAuAxg/ ',6.42E+17,08a21067b8eaf319,Sukarami,"Sukarami	 Indonesia",104.7135512,"-2.916703		"
@miire_ ,9/10/2015,7:50,Kabut asap makin pekat  jangan lupa gunakan masker teman2 #kabutasap #palangkaraya https://instagram.com/p/7bjqhzuu2v/ ',6.42E+17,413c7bba7bac61a4,Kalimantan Tengah,"Kalimantan Tengah	 Indonesia",113.4398713,"-1.384472		"
@affandhyrahman ,9/10/2015,7:21,Masih dengan kabut asap pekanbaru #kabutasap #infoPKU',6.42E+17,32eb831712cde417,Tampan,"Tampan	 Indonesia",101.3712635,"0.474831		"
@sevtia_pianus ,9/10/2015,11:32,Memang sudah seharus nya #DaruratAsap  ',6.42E+17,b67e2bb0daecdbf4,Lima Kaum,"Lima Kaum	 Indonesia",100.5805451,"-0.4633695		"
@AjengWUtami ,9/10/2015,8:07,Palembang bagaikan negeri di atas awan  #PrayForPalembang #kabutasap',6.42E+17,cf1c1c15bb686413,Ilir Barat I,"Ilir Barat I	 Indonesia",104.6984523,"-2.9714635		"
@dkingdoms ,9/10/2015,10:00,PRAY FOR BARABAI . #kabutasap #barabai #kalsel . @ Seputaran Kota Barabai https://instagram.com/p/7bykFJmAvl/ ',6.42E+17,67ee4e65b49cb758,Kalimantan Selatan,"Kalimantan Selatan	 Indonesia",115.5159942,"-2.74566825		"
@bayuekodp ,9/10/2015,15:48,pray of palembang...   #kabutasap #prayofpalembang #fog #nothealthy #bw_society #bwstyles_gf https://instagram.com/p/7caXKilRYY/ ',6.42E+17,e236d49aa0abcf7c,Seberang Ulu I,"Seberang Ulu I	 Indonesia",104.7757401,"-3.0209685		"
@BambangW ,9/10/2015,15:41,Pulang kerja. Kabut asap jarak pandang hanya 15 meter #DaruratAsap ',6.42E+17,413c7bba7bac61a4,Kalimantan Tengah,"Kalimantan Tengah	 Indonesia",113.4398713,"-1.384472		"
@Perihal ,9/10/2015,12:54,Simpang Piere Tendean & Tjilik Riwut siang ini : #KabutAsap dgn jarak pandang dbwh 500m @infoPLK @borneoclimate',6.42E+17,413c7bba7bac61a4,Kalimantan Tengah,"Kalimantan Tengah	 Indonesia",113.4398713,"-1.384472		"
@LukmanShadows ,9/10/2015,14:52,swimming in the smoke. #asap #kebakaran #pembakaran #daruratasap #krisisudarabersih',6.42E+17,8f6d8fbc7060e679,Kalimantan Timur,"Kalimantan Timur	 Indonesia",116.1353565,"0.09857749999999998		"
@Meety29 ,9/10/2015,21:04,Tanpa Matahari & Tanpa Langit Biru  #KabutAsap #StopBakarLahanDanHutan #Pontianak (at Kota Khatulistiwa) [pic] ',6.42E+17,6e0f0a00ef60a2bf,Kalimantan Barat,"Kalimantan Barat	 Indonesia",111.1098952,"-0.47932985000000006		"
@Delanggini ,9/10/2015,8:08,"'Tanpa matahari	 tanpa langit biru #savepontianak #kabutasap  (at Poltekkes Kemenkes Pontianak)  '""",6.42E+17,6e0f0a00ef60a2bf,Kalimantan Barat,"Kalimantan Barat	 Indonesia",111.1098952,"-0.47932985000000006	"
@Roy_Asmoro ,9/10/2015,17:35,Wah benar benar tidak beres saudara saudara  ...  #SumatraTerbakar #daruratasap',6.42E+17,3d1b7ce9f3780921,Rancasari,"Rancasari	 Indonesia",107.6759768,"-6.9535348500000005		"
@MrPranatama ,9/11/2015,7:56,"'Dari Negri Hujan Pindah ke Negri Asap 	Jarak Pandang +\\- 50m #kebakaranhutan #riau #Perawang @ Km 8 https://instagram.com/p/7eJMJ9TfwH/ '""",6.42E+17,39762ed19fe2303b,Minas,"Minas	 Indonesia",101.3926089,"0.8308105000000001	"
@Khai_Vengeance ,9/11/2015,17:50,feathers  #anakgaul #kebakaranhutan #explorebanjar #instanusantarabanjar #prewedding #burn https://instagram.com/p/7fNIKGQCyP/ ',6.42E+17,67ee4e65b49cb758,Kalimantan Selatan,"Kalimantan Selatan	 Indonesia",115.5159942,"-2.74566825		"
@shora_angga ,9/11/2015,17:21,"'pray for borneo #kabutasap @ Tcm Melak	 Kab. Kutai Barat	 Kalimantan Timur https://instagram.com/p/7fJwvYmeXbrGukeWr0vYshXSmeJI6RhghINqA0/ '""",6.42E+17,8f6d8fbc7060e679,Kalimantan Timur,"Kalimantan Timur	 Indonesia",116.1353565,"0.09857749999999998	"
@ida_mustafidah ,9/11/2015,17:22,"'Udah tau ada kabut asap	 tetep aja jalan-jalan   hehehe #kabutasap #asap #jalanjalan #jalanunik https://instagram.com/p/7fJ-uHCA8m/ '""",6.42E+17,413c7bba7bac61a4,Kalimantan Tengah,"Kalimantan Tengah	 Indonesia",113.4398713,"-1.384472		"
@erv_mhd ,9/11/2015,17:08,"'yang terhormat pemerintah	 tolong kalimantan yang sudah sesak nafas.. #asap #daruratasap @ Komplek https://instagram.com/p/7fIUZdCQUs/ '""",6.42E+17,413c7bba7bac61a4,Kalimantan Tengah,"Kalimantan Tengah	 Indonesia",113.4398713,"-1.384472	"
@Perihal ,9/12/2015,6:34,"'#KabutAsap kyk gini tetep tampil kh	 Min? '""",6.42E+17,413c7bba7bac61a4,Kalimantan Tengah,"Kalimantan Tengah	 Indonesia",113.4398713,"-1.384472		"
@Perihal ,9/12/2015,6:25,#KabutAsap pagi ini. Jarak pandang 500m-an. Gunakan maskermu! @borneoclimate @infoPLK @walhi_kalteng',6.42E+17,413c7bba7bac61a4,Kalimantan Tengah,"Kalimantan Tengah	 Indonesia",113.4398713,"-1.384472			"
@infoPKU ,9/12/2015,10:54,"'#MelawanAsap #MelawanAsap #MelawanAsap #MelawanAsap #MelawanAsap #MelawanAsap  ...*skolah libur	 s joko cma bsa blusukan	 asap mkin tebal*'""",6.43E+17,1e2cf038c475ec68,Senapelan,"Senapelan	 Indonesia",101.4419602,"0.509002			"
@zapra_23 ,9/12/2015,9:50,"'#MelawanAsap #MelawanAsap #MelawanAsap #MelawanAsap #MelawanAsap #MelawanAsap #MelawanAsap ...*sudah lah dolar naiak	 skolah diliburkan*'""",6.43E+17,530237467f821aef,Pelangiran,"Pelangiran	 Indonesia",103.2535066,"0.203971			"
@shintaradianti ,9/12/2015,19:23,Dek pangok. Mari #MelawanAsap.',6.43E+17,aa29f9ae25eac1f8,Sukajadi,"Sukajadi	 Indonesia",101.4363134,"0.48513850000000003	"
@dwisantoso89 ,9/12/2015,10:35,Makin terasa pekatnya asap di balikpapan... #balikpapan #kabutasap (at Hotel Novotel Balikpapan) [pic]  https://path.com/p/2gKpoy ',6.43E+17,3de1313270b12fe7,Balikpapan Selatan,"Balikpapan Selatan	 Indonesia",116.8869124,"-1.24382865			"
@Ridho_Sickasep ,9/12/2015,10:05,Merindukan langit biru palangka raya. Biar bisa siluetan lg :) #prayforpalangkaraya #kabutasap https://instagram.com/p/7g8tUsKQlV/ ',6.43E+17,413c7bba7bac61a4,Kalimantan Tengah,"Kalimantan Tengah	 Indonesia",113.4398713,"-1.384472			"
@melisa_icha5 ,9/12/2015,8:07,Peduli terhadap sesama manusia  #kabutasap #pontianakkalbar https://instagram.com/p/7gvMvMsFETRPEu7X0_CPE6y_i8d7c-bdJs_0Y0/ ',6.43E+17,6e0f0a00ef60a2bf,Kalimantan Barat,"Kalimantan Barat	 Indonesia",111.1098952,"-0.47932985000000006			"
@SonySinarta186 ,9/12/2015,5:25,Sekarang setiap pagi sarapan nya asap  #kabutasap @ Perumnas Batu Ampar https://instagram.com/p/7gcpPaOJupGi3H5_QuEVNu5_7uBokxIt4T_Zo0/ ',6.42E+17,759da2fd50704c4c,Balikpapan Utara,"Balikpapan Utara	 Indonesia",116.8772073,"-1.1540174			"
@niesha_shai ,9/12/2015,6:50,"'Selamat pagi weekend	 sambil menikmati kabut #balikpapan #kabutasap https://instagram.com/p/7gmbyjoBN3xZIHbcjQexf7JWEeMhDVf375_300/ '""",6.42E+17,4b73ff87cb289c42,Balikpapan Tengah,"Balikpapan Tengah	 Indonesia",116.8424705,"-1.2568736999999999		"
@Perihal ,9/12/2015,6:54,"'Yg ini #KabutAsap pagi dari Jl G. Obos	 sisi U-Turn sblh SPBU. Pake maskermu! @infoPLK @borneoclimate @walhi_kalteng'""",6.42E+17,413c7bba7bac61a4,Kalimantan Tengah,"Kalimantan Tengah	 Indonesia",113.4398713,"-1.384472		"
@kinoydoank ,9/13/2015,11:35,#daruratasap #pray4riau#ujungbatu (at Ujung batu kab rohul) [pic]  ',6.43E+17,3d0df9c69f3b9191,Rambah Samo,"Rambah Samo	 Indonesia",100.4920108,"0.7260975000000001		"
@elvarsha_2 ,9/13/2015,21:43,"'#MelawanAsap #MelawanAsap #MelawanAsap #MelawanAsap #MelawanAsap #MelawanAsap #MelawanAsap ...*pandirrr lu jok	 ibakita*'""",6.43E+17,beddf2d6061ea32e,DKI Jakarta,"DKI Jakarta	 Indonesia",106.8482357,"-6.23296		"
@aanhasibuan27 ,9/13/2015,19:17,@cisckisaran bagi-bagi masker #jerebuh #asapngepul #kabutasap @ Jalan Cokroaminoto https://instagram.com/p/7kgs7vF7HY/ ',6.43E+17,7291f15719c7d480,Kisaran Barat,"Kisaran Barat	 Indonesia",99.60422944,"2.9835975			"
@NunoeG ,9/13/2015,12:09,Aksi Sosial Milanisti Indonesia Sezione Kerinci pembagian masker kepada warga #kabutasap https://instagram.com/p/7jvug8kcmh/ ',6.43E+17,6cbdd2af1a6d717f,Hamparan Rawang,"Hamparan Rawang	 Indonesia",101.3618033,"-2.0249546499999997			"
@rapoehcute ,9/13/2015,9:46,Asok den sangko Ambun.. #MelawanAsap',6.43E+17,332147fafca49a96,Mandau,"Mandau	 Indonesia",101.309964,"1.141775			"
@sevtia_pianus ,9/13/2015,9:19,Kedatangan Pak Jokowi untuk mengatasi masalah asap rupanya tidak terselesaikan #DaruratAsap  ',6.43E+17,b67e2bb0daecdbf4,Lima Kaum,"Lima Kaum	 Indonesia",100.5805451,"-0.4633695		"
@Febrillanna ,9/13/2015,2:45,"'Ketika asap menjadi hiasan taman	 rancak seh nampak urang sadonyoh #MelawanAsap'""",6.43E+17,b2927bfe01505f46,Rumbai,"Rumbai	 Indonesia",101.397918,"0.6318156500000001		"
@harysdesvian ,9/13/2015,18:07,Semakin g sehat  #kabutasap (at Rantau Prapat) [pic]  ',6.43E+17,c28048e091387317,Bilah Barat,"Bilah Barat	 Indonesia",99.79523131,"2.0986849999999997			"
@Ozhandz_Avam ,9/13/2015,5:59,"'Untuk Wilayah Landasan Ulin	 Kabutnya Sangat Tebal	 Banyak Pesawat Yang Delay !!! #DaruratAsap !!!!'""",6.43E+17,67ee4e65b49cb758,Kalimantan Selatan,"Kalimantan Selatan	 Indonesia",115.5159942,-2.74566825
@Dannyfebriansy1 ,9/14/2015,16:05,#DaruratAsap @jokowi',6.43E+17,1a29683becc7959b,Bekasi Timur,"Bekasi Timur	 Indonesia",107.011006,"-6.254410999999999			"
@Liyandari_ ,9/14/2015,12:15,#PrayForRiau #DaruratAsap #MelawanAsap',6.43E+17,32eb831712cde417,Tampan,"Tampan	 Indonesia",101.3712635,"0.474831		"
@riosunarko ,9/14/2015,6:57,@e100ss  palembang pagi ini #kabutasap ',6.43E+17,1c20f065bc863107,Kota Palembang,"Kota Palembang	 Sumatera Selatan",104.7454322,"-2.9792964499999997			"
@bisot ,9/14/2015,23:51,"'alah ujan	nan kabuik tu alun ilang juo laii #melawanasap'""",6.43E+17,85858f3447b85e2b,Bekasi Utara,"Bekasi Utara	 Indonesia",107.0201459,"-6.1846526				"
@misamanae ,9/14/2015,23:40,banyak resiko karena tidak jujur pada kualitas kerja terbaik #buruh #MelawanAsap @infoSumbar',6.43E+17,e11c6d6d40ed2e67,Bogor Barat,"Bogor Barat	 Indonesia",106.760933,"-6.562181000000001				"
@yordansyahdg ,9/14/2015,15:53,Bencana tidak dapat diselesaikan lewat protes. Tetapi gerakan bersama penanggulangan. Kebakaran tidak berhenti oleh unjuk rasa. #DaruratAsap',6.43E+17,66555622726ab358,Setia Budi,"Setia Budi	 Indonesia",106.8350756,"-6.2213485			"
@Liyandari_ ,9/14/2015,12:22,"'Buat yg daerahnya tdk terkena kabut asap	 jangan pernah bosan melihat postingan kami tentang kabut asap #saveriau #MelawanAsap #DaruratAsap'""",6.43E+17,32eb831712cde417,Tampan,"Tampan	 Indonesia",101.3712635,"0.474831	"
@infoPKU ,9/14/2015,5:44,"'Dulunya sih pagi pagi.. Paru parunya diisi sama udara segar	 sekarang mah isinya asapa semua.. Udah kayak perokok aktif  #MelawanAsap'""",6.43E+17,1e2cf038c475ec68,Senapelan,"Senapelan	 Indonesia",101.4419602,"0.509002			"
@infoPKU ,9/14/2015,5:52,"'kabut asap gini gak usah bingung	 bikin aja foto konsep mistik	 asik tuh	 haha #MelawanAsap'""",6.43E+17,1e2cf038c475ec68,Senapelan,"Senapelan	 Indonesia",101.4419602,"0.509002			"
@bendongoran ,9/14/2015,14:42,"'Kebakaran Hutan Menggila	 Titik Panas Penuhi Sumatera: Serbuan #KabutAsap  di Riau belum juga reda.  #Rantauprapat'""",6.43E+17,c28048e091387317,Bilah Barat,"Bilah Barat	 Indonesia",99.79523131,"2.0986849999999997		"
@IkegeaEdi ,9/14/2015,17:38,PARAH BETUL UDARA SANGAT SANGAT BERBAHAYA  Mohon tindakan NYATA PAK @jokowi @Pak_JK  Kami terkurung dalam #KabutAsap ',6.43E+17,eb5fe1760cd21554,Pelalawan,"Pelalawan	 Indonesia",102.0223674,"0.388706			"
@infoPKU ,9/14/2015,5:40,Pemerintahnya jangan disuruh bukak mata.. Suruh bukam tweeter biar mereka lihat # kita #MelawanAsap',6.43E+17,1e2cf038c475ec68,Senapelan,"Senapelan	 Indonesia",101.4419602,"0.509002		"
@yordansyahdg ,9/14/2015,15:43,"'Riau berstatus #DaruratAsap. ISPU Propinsi 984	 dua kali level berbahaya. Harusnya sudah status Bencana Nasional. '""",6.43E+17,66555622726ab358,Setia Budi,"Setia Budi	 Indonesia",106.8350756,"-6.2213485		"
@vystroberi ,9/14/2015,5:12,"'Sadarkah engkau kawan semua ini titipan yang harus dijaga dan dilestarikan	 bukan dirusak dan diperdagangkan #MelawanAsap #StopBakarHutan'""",6.43E+17,1e2cf038c475ec68,Senapelan,"Senapelan	 Indonesia",101.4419602,"0.509002			"
@Hermanwaesyah ,9/14/2015,21:35,Suarakan #MelawanApi #MelawanAsap .. Yuksss Min @infoRIAU',6.43E+17,332147fafca49a96,Mandau,"Mandau	 Indonesia",101.309964,"1.141775			"
@AndriPrmn ,9/14/2015,5:50,Where is the sun.? #kabutasap #savekalimantan @ Murung Pudak- Tanjung Tabalong https://instagram.com/p/7lpHG1gm5h/ ',6.43E+17,67ee4e65b49cb758,Kalimantan Selatan,"Kalimantan Selatan	 Indonesia",115.5159942,"-2.74566825			"
@lazkar_petiirz ,9/15/2015,8:29,"'#Daruratasap @detikcom: Begini Suasana Pagi di Pekanbaru	 Asap	 Asap	 dan Asap http://detik.id/6Nn7Co '""",6.44E+17,b5e9642b4a2c2541,Tugu,"Tugu	 Indonesia",110.3394473,-6.977263
@Perihal ,9/15/2015,8:18,"'#KabutAsap pagi ini di ruas Jl Yos Sudarso menuju Bundaran Besar. Pakai masker	 Beib! @borneoclimate @infoPLK'""",6.44E+17,413c7bba7bac61a4,Kalimantan Tengah,"Kalimantan Tengah	 Indonesia",113.4398713,"-1.384472		"
@farita_sukma ,9/15/2015,23:53,#MelawanAsap   :( (at Tengah Hutan Kelapa Sawit Batam) [pic]  https://path.com/p/3JQsWX ',6.44E+17,32eb831712cde417,Tampan,"Tampan	 Indonesia",101.3712635,"0.474831	"
@sakurashe_vha ,9/15/2015,6:11,"'#MelawanAsap  semoga saudara2 kita disana slalu diberi pelindungan  	 mari berdoa'""",6.44E+17,71b4088452e497ba,Pacet,"Pacet	 Indonesia",107.6625313,"-7.137665999999999				"
@Ridhobono ,9/15/2015,22:40,#MelawanAsap #StopAsap #SaveRiau @angkugadang_',6.44E+17,1e2cf038c475ec68,Senapelan,"Senapelan	 Indonesia",101.4419602,"0.509002		"
@firzazr ,9/15/2015,6:50,#prayforriau #saveriau #melawanasap #riau #tembilahan @ tembilahan kab.indragiri hilir prov.riau https://instagram.com/p/7eB1rkJDNX/ ',6.44E+17,67ee4e65b49cb758,Kalimantan Selatan,"Kalimantan Selatan	 Indonesia",115.5159942,"-2.74566825				"
@VerdianR ,9/15/2015,0:10,"'@angkugadang_ @AnisaRahma_Adi bialah. Kok lah batuka foto profil dan foto sampulnyo	 baru indak digunoan hastag tu. #MelawanAsap'""",6.43E+17,ee4ab83ae32f9750,Sako,"Sako	 Indonesia",104.8006529,"-2.923926				"
@Rectovara ,9/15/2015,6:06,@RynismBlitar @gigigitch_9 #MelawanAsap #StopAsap',6.44E+17,e43562c217bd5097,Banyumanik,"Banyumanik	 Indonesia",110.420046,"-7.0681747999999995				"
